Primary Need,Priority Score,Account ID,Account,Category,City,2026 Purchased,2026 Cases,2026 Invoice Count,Latest 2026 Invoice,Account Type,Contact Ready,Contact Summary,Ordering Route,Priority Products Present,Priority Products To Review,Recommended Owner,Next Action,Portal Account URL
chain/program work,6357.50,43831,Whole Foods - West Loop,Vendor - Retail,Chicago,3030.00,24.00,8,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/43831
chain/program work,6320.00,2838,Binny's South Loop,Vendor - Retail,Chicago,3480.00,33.00,5,2026-05-31,corporate/program chain,yes,Elaine Solorzano / elaine@binnys.com / 312-768-4400,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2838
chain/program work,5725.30,36857,Binny's Oak Brook,Vendor - Retail,Oak Brook,3242.00,25.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/36857
chain/program work,5709.95,65034,Binny's Lincolnwood,Vendor - Retail,Lincolnwood,3303.00,24.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",none from verified history,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/65034
chain/program work,5375.28,2770,Binny's Schaumburg,Vendor - Retail,Schaumburg,3437.12,21.33,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",none from verified history,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2770
chain/program work,5220.90,1140,Whole Foods - Kingsbury,Vendor - Retail,Chicago,2466.00,25.00,5,2026-05-31,corporate/program chain,yes,Justin Brewer / Justin.Brewer@wholefoods.com / 312-587-0648,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Dry Gin, Priority Liqueur","Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/1140
chain/program work,5031.70,1687,Binny's Highland Park,Vendor - Retail,Highland Park,2598.00,20.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/1687
chain/program work,4935.50,4997,Binny's Hyde Park,Vendor - Retail,Chicago,2450.00,25.00,4,2026-05-31,corporate/program chain,yes,Debbie King-Harris / debbieh@binnys.com / 773.324.5000,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/4997
chain/program work,4884.80,357955,Binny's Depot 48 Willowbrook,Vendor - Retail,Willowbrook,2052.00,13.00,4,2026-04-30,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/357955
chain/program work,4827.51,88230,Binny's Portage Park,Vendor - Retail,Chicago,2030.02,23.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/88230
chain/program work,4756.10,27055,Binny's Evergreen Park,Vendor - Retail,Evergreen Park,2174.00,20.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/27055
chain/program work,4726.30,67529,Binny's Logan Square,Vendor - Retail,Chicago,2382.00,17.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",none from verified history,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/67529
chain/program work,4720.40,215453,Binny's Vernon Hills,Vendor - Retail,Vernon Hills,2796.00,17.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye","Cranberry Gin, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/215453
chain/program work,4511.40,26021,Mariano's - Lakeshore East (8503),Vendor - Retail,Chicago,2136.00,16.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/26021
chain/program work,4446.60,5092,Binny's Arlington Heights,Vendor - Retail,Arlington Heights,2544.00,15.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/5092
chain/program work,4409.20,5718,Binny's Plainfield,Vendor - Retail,Plainfield,2148.00,14.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Thresh & Winnow, Rye, Dry Gin, Priority Liqueur","Bourbon, Cranberry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/5718
chain/program work,4386.60,24930,Whole Foods - Evanston North,Vendor - Retail,Evanston,1944.00,16.00,5,2026-05-31,corporate/program chain,yes,Ruben Anguiano / ruben.anguiano@wholefoods.com,live Salesreport/OPS lookup required,"Bourbon, Dry Gin","Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/24930
chain/program work,4357.30,2683,Binny's Naperville,Vendor - Retail,Naperville,2322.00,16.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2683
chain/program work,4346.40,4766,Binny's Bloomingdale,Vendor - Retail,Bloomingdale,2136.00,13.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye",Dry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/4766
chain/program work,4300.80,41952,Whole Foods - Streeterville,Vendor - Retail,Chicago,1812.00,16.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin, Priority Liqueur",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/41952
chain/program work,4244.00,7218,Binny's Glencoe,Vendor - Retail,Glencoe,960.00,5.00,3,2026-03-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow","Cranberry Gin, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/7218
chain/program work,4212.60,2684,Binny's Elmwood Park,Vendor - Retail,Elmwood Park,2184.00,15.00,4,2026-05-31,corporate/program chain,yes,Brad Clarke / bclarke@binnys.com,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye",Dry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2684
chain/program work,4175.60,48940,Whole Foods - Evanston Green Bay,Vendor - Retail,Evanston,1704.00,15.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/48940
chain/program work,4140.10,1158,Whole Foods - South Loop,Vendor - Retail,Chicago,1734.00,14.00,5,2026-05-31,corporate/program chain,yes,Anna Wolak / anna.wolak@wholefoods.com / 312-435-4600 x210,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/1158
chain/program work,4132.30,2793,Binny's Algonquin,Vendor - Retail,Algonquin,1722.00,14.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",none from verified history,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2793
chain/program work,4111.40,357956,Binny's Depot 47 Orland Park,Vendor - Retail,Orland Park,1116.00,10.00,4,2026-04-30,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Cranberry Gin, Rye, Dry Gin","Bourbon, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/357956
chain/program work,4088.00,14654,Whole Foods - Schaumburg,Vendor - Retail,Schaumburg,720.00,5.00,3,2026-03-31,corporate/program chain,no,Harla ?,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/14654
chain/program work,3983.70,15788,Mariano's - Western (8504),Vendor - Retail,Chicago,1578.00,13.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/15788
chain/program work,3967.70,2682,Binny's Glen Ellyn,Vendor - Retail,Champaign,1638.00,12.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Dry Gin","Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2682
chain/program work,3940.40,118786,Whole Foods - Vernon Hills,Vendor - Retail,Vernon Hills,1596.00,12.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/118786
chain/program work,3915.84,137412,Binny's Peoria,Vendor - Retail,Peoria,1388.98,14.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye",Dry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/137412
chain/program work,3908.80,7872,Binny's Champaign,Vendor - Retail,Champaign,1632.00,11.00,5,2026-05-31,corporate/program chain,yes,Katharine Schenck / kschenck@binnys.com / 217.355.0625,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Priority Liqueur","Cranberry Gin, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/7872
chain/program work,3903.70,186687,Binny's Geneva,Vendor - Retail,Geneva,1878.00,13.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Dry Gin, Priority Liqueur","Cranberry Gin, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/186687
chain/program work,3881.90,156357,Mariano's #537 - Naperville,Vendor - Retail,Naperville,1506.00,12.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/156357
chain/program work,3878.00,290094,Mariano's #8538 - Lakeview East (off premise),Vendor - Retail,Chicago,1500.00,12.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/290094
chain/program work,3862.40,56529,Binny's Mokena,Vendor - Retail,Mokena,1476.00,12.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",none from verified history,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/56529
chain/program work,3785.70,26014,Mariano's - Wheaton (8513),Vendor - Retail,Wheaton,678.00,5.00,2,2026-03-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/26014
chain/program work,3766.20,26968,Mariano's - South Loop (8512),Vendor - Retail,Chicago,648.00,5.00,2,2026-03-31,corporate/program chain,yes,Joe ? / (312) 225-4386,live Salesreport/OPS lookup required,"Bourbon, Dry Gin","Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/26968
chain/program work,3698.20,2826,Binny's Skokie,Vendor - Retail,Skokie,1308.00,11.00,5,2026-05-31,corporate/program chain,yes,Ross Peters / rpeters@binnys.com,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",none from verified history,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2826
chain/program work,3693.10,96433,Binny's North Riverside,Vendor - Retail,North Riverside,1554.00,13.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Priority Liqueur","Thresh & Winnow, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/96433
chain/program work,3612.00,22477,Whole Foods - Naperville,Vendor - Retail,Naperville,1260.00,10.00,5,2026-05-31,corporate/program chain,yes,Bonnie Summers / bonnie.summers@wholefoods.com / 630-579-7700,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin","Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/22477
chain/program work,3588.60,2821,Binny's Niles,Vendor - Retail,Niles,1224.00,10.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Dry Gin, Priority Liqueur",Cranberry Gin,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2821
chain/program work,3510.17,55221,Target - W Addison (1437),Vendor - Retail,Chicago,1187.96,14.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/55221
chain/program work,3475.10,23786,Whole Foods - Sauganash,Vendor - Retail,Chicago,1134.00,9.00,5,2026-05-31,corporate/program chain,yes,Justin Brewer / justin.brewer@wholefoods.com,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin","Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/23786
chain/program work,3471.70,32714,Mariano's - Bucktown (8516),Vendor - Retail,Chicago,618.00,5.00,1,2026-01-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/32714
chain/program work,3364.70,239266,Whole Foods - One Chicago Square,Vendor - Retail,Chicago,1218.00,11.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/239266
chain/program work,3312.45,198449,Binny's Gurnee,Vendor - Retail,Gurnee,1053.00,7.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Priority Liqueur","Cranberry Gin, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/198449
chain/program work,3307.00,71389,Binny's Montgomery,Vendor - Retail,Montgomery,960.00,8.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Cranberry Gin, Thresh & Winnow, Dry Gin","Bourbon, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/71389
chain/program work,3283.20,11023,Jewel Osco - N Ashland (3441),Vendor - Retail,Chicago,1008.00,7.00,5,2026-05-31,corporate/program chain,no,Eddy Beverage Manager,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/11023
chain/program work,3283.20,63816,Jewel Osco - N Clark (3407),Vendor - Retail,Chicago,1008.00,7.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Bourbon,"Cranberry Gin, Thresh & Winnow, Rye, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/63816
chain/program work,3244.60,17495,Trader Joe's - Lincoln Ave (688),Vendor - Retail,Chicago,864.00,8.00,5,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,Dry Gin,"Bourbon, Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/17495
chain/program work,3227.00,118830,Binny's Joliet,Vendor - Retail,Joliet,1260.00,8.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye, Priority Liqueur","Cranberry Gin, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/118830
chain/program work,3215.70,81747,Target - Elston (0942),Vendor - Retail,Chicago,1158.00,9.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/81747
chain/program work,3129.10,2681,Binny's Downers Grove,Vendor - Retail,Downers Grove,1194.00,7.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Thresh & Winnow, Rye","Cranberry Gin, Dry Gin",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/2681
chain/program work,3114.30,153456,Whole Foods - Willowbrook,Vendor - Retail,Willowbrook,1002.00,9.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Cranberry Gin, Rye, Dry Gin",Thresh & Winnow,Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/153456
chain/program work,3094.40,4387,Binny's Lake Zurich,Vendor - Retail,Lake Zurich,1056.00,8.00,4,2026-05-31,corporate/program chain,no,missing,live Salesreport/OPS lookup required,"Bourbon, Dry Gin","Cranberry Gin, Thresh & Winnow, Rye",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/4387
chain/program work,3074.90,45599,Target - Peterson Ave (2079),Vendor - Retail,Chicago,1026.00,8.00,4,2026-05-31,corporate/program chain,yes,Matt Roth / Matt.Roth2@target.com / 773-761-3001,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/45599
chain/program work,3060.50,153455,Whole Foods - Wheaton,Vendor - Retail,Wheaton,750.00,6.00,5,2026-05-31,corporate/program chain,yes,Paul Lightbody / paul.lightbody@wholefoods.com,live Salesreport/OPS lookup required,"Bourbon, Rye, Dry Gin","Cranberry Gin, Thresh & Winnow",Sonat and Robert,"Keep program decisions with Sonat and Robert. COT may check shelf condition, facings, MIR/POS, and buyer relationship signals; do not turn this into ordinary rep outreach.",https://portal.koval-distillery.com/#/relationship-management/account/view/153455
